model,dataset,config,bin_idx,bin_mid,n,mean_accept_rate,ci_lo,ci_hi,signal
llama,livecodebench,static_6_10_60,6,0.6500000000000001,163,0.48773006134969327,0.4422821960110057,0.5331779266883808,top1_prob
llama,livecodebench,static_6_10_60,7,0.75,209,0.5095693779904307,0.46970761471997086,0.5494311412608904,top1_prob
llama,livecodebench,static_6_10_60,8,0.8500000000000001,201,0.5580431177446104,0.5127852525646702,0.6033009829245505,top1_prob
llama,livecodebench,static_6_10_60,9,0.95,1228,0.8352334419109664,0.8169388434795332,0.8535280403423996,top1_prob
llama,math500,static_6_10_60,0,0.05,61,0.24043715846994534,0.20419552824180356,0.2766787886980871,top1_prob
llama,math500,static_6_10_60,1,0.15000000000000002,94,0.4060283687943263,0.35110581156197057,0.46095092602668203,top1_prob
llama,math500,static_6_10_60,2,0.25,116,0.4827586206896552,0.43486417541004174,0.5306530659692686,top1_prob
llama,math500,static_6_10_60,3,0.35000000000000003,132,0.5795454545454546,0.5251804970429657,0.6339104120479435,top1_prob
llama,math500,static_6_10_60,4,0.45,143,0.6386946386946387,0.5874361870036133,0.6899530903856641,top1_prob
llama,math500,static_6_10_60,5,0.55,149,0.7069351230425056,0.6527246509254322,0.761145595159579,top1_prob
llama,math500,static_6_10_60,6,0.6500000000000001,150,0.6677777777777778,0.6153818587974473,0.7201736967581083,top1_prob
llama,math500,static_6_10_60,7,0.75,149,0.7102908277404922,0.6591349033597843,0.7614467521212002,top1_prob
llama,math500,static_6_10_60,8,0.8500000000000001,255,0.7509803921568627,0.7139624754732171,0.7879983088405084,top1_prob
llama,math500,static_6_10_60,9,0.95,1553,0.825391714960292,0.8100784903113805,0.8407049396092034,top1_prob
llama,mtbench,static_6_10_60,0,0.05,26,0.3397435897435897,0.23489541987628423,0.44459175961089514,top1_prob
llama,mtbench,static_6_10_60,1,0.15000000000000002,97,0.5378006872852235,0.47584054260098074,0.5997608319694662,top1_prob
llama,mtbench,static_6_10_60,2,0.25,155,0.6182795698924731,0.5646258558623063,0.67193328392264,top1_prob
llama,mtbench,static_6_10_60,3,0.35000000000000003,174,0.646551724137931,0.597799395042081,0.6953040532337811,top1_prob
llama,mtbench,static_6_10_60,4,0.45,191,0.7547993019197207,0.7120465658849723,0.797552037954469,top1_prob
llama,mtbench,static_6_10_60,5,0.55,181,0.7780847145488031,0.7308872118451043,0.825282217252502,top1_prob
llama,mtbench,static_6_10_60,6,0.6500000000000001,202,0.8663366336633663,0.8244964053146655,0.9081768620120672,top1_prob
llama,mtbench,static_6_10_60,7,0.75,206,0.8398058252427184,0.7983629857978852,0.8812486646875516,top1_prob
llama,mtbench,static_6_10_60,8,0.8500000000000001,251,0.8824701195219123,0.846704991015111,0.9182352480287137,top1_prob
llama,mtbench,static_6_10_60,9,0.95,989,0.9450623525446579,0.9274681475338735,0.9626565575554422,top1_prob
qwen,livecodebench,static_6_10_60,0,0.05,122,0.2636612021857923,0.23602175856590665,0.291300645805678,top1_prob
qwen,livecodebench,static_6_10_60,1,0.15000000000000002,672,0.39360119047619047,0.37834787402518233,0.4088545069271986,top1_prob
qwen,livecodebench,static_6_10_60,2,0.25,1219,0.4176920973475527,0.40689271399063703,0.42849148070446835,top1_prob
qwen,livecodebench,static_6_10_60,3,0.35000000000000003,1544,0.457685664939551,0.4471791044120875,0.46819222546701444,top1_prob
qwen,livecodebench,static_6_10_60,4,0.45,1431,0.475075704635453,0.46361676036736027,0.48653464890354575,top1_prob
qwen,livecodebench,static_6_10_60,5,0.55,1353,0.5056664203005667,0.4933925263590368,0.5179403142420967,top1_prob
qwen,livecodebench,static_6_10_60,6,0.6500000000000001,1232,0.5215097402597403,0.5085351225020811,0.5344843580173995,top1_prob
qwen,livecodebench,static_6_10_60,7,0.75,1163,0.5365434221840069,0.5231991865901223,0.5498876577778914,top1_prob
qwen,livecodebench,static_6_10_60,8,0.8500000000000001,1278,0.5679447052686489,0.5547451179732477,0.5811442925640502,top1_prob
qwen,livecodebench,static_6_10_60,9,0.95,2809,0.6584786994185357,0.6487088990153486,0.6682484998217227,top1_prob
qwen,math500,static_6_10_60,0,0.05,154,0.3246753246753247,0.2906528476399117,0.3586978017107376,top1_prob
qwen,math500,static_6_10_60,1,0.15000000000000002,609,0.3585112205801861,0.3431938667669954,0.37382857439337674,top1_prob
qwen,math500,static_6_10_60,2,0.25,1027,0.40230444660824405,0.38977103997459744,0.41483785324189065,top1_prob
qwen,math500,static_6_10_60,3,0.35000000000000003,1228,0.42711726384364823,0.4154740247480659,0.4387605029392306,top1_prob
qwen,math500,static_6_10_60,4,0.45,1205,0.47067773167358234,0.4575846633116477,0.483770800035517,top1_prob
qwen,math500,static_6_10_60,5,0.55,1231,0.49620904413755745,0.48264808214748994,0.509770006127625,top1_prob
qwen,math500,static_6_10_60,6,0.6500000000000001,1063,0.5194418312950769,0.504737007307483,0.5341466552826708,top1_prob
qwen,math500,static_6_10_60,7,0.75,1013,0.550180980585719,0.5344969668259152,0.5658649943455227,top1_prob
qwen,math500,static_6_10_60,8,0.8500000000000001,1304,0.5732361963190185,0.5587329486431738,0.5877394439948631,top1_prob
