model,dataset,config,decile,signal_mid,overspend,underspend,mean_al,n
qwen,math500,static_6_10_60,9,0.44570720195770264,58.0,0.0,2.0,2
qwen,mtbench,static_3_1_4,0,0.01844617910683155,0.0,0.1332116788321168,1.218978102189781,548
qwen,mtbench,static_7_1_8,0,0.01844617910683155,6.470776621297038,0.01921537229783827,1.5292233787029623,1249
qwen,mtbench,static_7_4_8,0,0.01844617910683155,6.674462114125351,0.0018709073900841909,1.3255378858746492,1069
qwen,mtbench,static_6_10_60,0,0.01844617910683155,56.67475627463182,0.2466293300145198,3.325243725368181,4821
qwen,mtbench,static_3_1_4,1,0.048745110630989075,0.0,0.27259036144578314,1.4789156626506024,664
qwen,mtbench,static_7_1_8,1,0.048745110630989075,6.075635103926097,0.03464203233256351,1.924364896073903,1732
qwen,mtbench,static_7_4_8,1,0.048745110630989075,5.973060344827586,0.01939655172413793,2.0269396551724137,928
qwen,mtbench,static_6_10_60,1,0.048745110630989075,55.44946137978455,0.4950721980288792,4.550538620215448,4363
qwen,mtbench,static_3_1_4,2,0.07885373383760452,0.0,0.34691629955947134,1.6068281938325992,908
qwen,mtbench,static_7_1_8,2,0.07885373383760452,5.896946564885496,0.03653217011995638,2.1030534351145036,1834
qwen,mtbench,static_7_4_8,2,0.07885373383760452,5.720808383233533,0.023952095808383235,2.279191616766467,1336
qwen,mtbench,static_6_10_60,2,0.07885373383760452,54.29545454545455,0.7527716186252772,5.704545454545454,3608
qwen,mtbench,static_3_1_4,3,0.11510820686817169,0.0,0.4436752674638137,1.8118313404657016,1589
qwen,mtbench,static_7_1_8,3,0.11510820686817169,5.584339553604098,0.0570801317233809,2.415660446395902,2733
qwen,mtbench,static_7_4_8,3,0.11510820686817169,5.354885755955275,0.04861448711716091,2.6451142440447253,2057
qwen,mtbench,static_6_10_60,3,0.11510820686817169,53.49617737003058,0.9036697247706422,6.503822629969419,1308
qwen,mtbench,static_3_1_4,4,0.1757943034172058,0.0,0.529001308329699,1.9860444832097688,2293
qwen,mtbench,static_7_1_8,4,0.1757943034172058,5.2215500945179585,0.08431001890359169,2.7784499054820415,2645
qwen,mtbench,static_7_4_8,4,0.1757943034172058,5.026364649090234,0.07240995172669885,2.973635350909766,2693
qwen,mtbench,static_6_10_60,4,0.1757943034172058,55.07272727272727,0.6181818181818182,4.927272727272728,55
qwen,mtbench,static_3_1_4,5,0.2527107298374176,0.0,0.6665458499456325,2.304820587169264,2759
qwen,mtbench,static_7_1_8,5,0.2527107298374176,4.796996124031008,0.1385658914728682,3.2030038759689923,2064
qwen,mtbench,static_7_4_8,5,0.2527107298374176,4.6705632306057385,0.11016648955012398,3.3294367693942615,2823
qwen,mtbench,static_6_10_60,5,0.2527107298374176,55.34146341463415,0.4146341463414634,4.658536585365853,41
qwen,mtbench,static_3_1_4,6,0.34528619050979614,0.0,0.8280497083439006,2.3750951052498097,3943
qwen,mtbench,static_7_1_8,6,0.34528619050979614,4.388179986568167,0.17595701813297515,3.6118200134318332,1489
qwen,mtbench,static_7_4_8,6,0.34528619050979614,4.143562135486765,0.1848362494392104,3.8564378645132344,2229
qwen,mtbench,static_6_10_60,6,0.34528619050979614,55.28,0.56,4.72,25
qwen,mtbench,static_3_1_4,7,0.4702205955982208,0.0,0.8563394683026585,2.813650306748466,3912
qwen,mtbench,static_7_1_8,7,0.4702205955982208,3.6892382103990324,0.2249093107617896,4.310761789600967,1654
qwen,mtbench,static_7_4_8,7,0.4702205955982208,3.4434453383814483,0.29342167534311403,4.556554661618552,2113
qwen,mtbench,static_6_10_60,7,0.4702205955982208,56.875,0.125,3.125,8
qwen,mtbench,static_3_1_4,8,0.6586633324623108,0.0,0.9369078380706287,3.1709732988802757,4644
qwen,mtbench,static_7_1_8,8,0.6586633324623108,1.6991385023194168,0.6706428098078198,6.300861497680583,1509
qwen,mtbench,static_7_4_8,8,0.6586633324623108,2.34703196347032,0.5864318330071755,5.65296803652968,1533
qwen,mtbench,static_3_1_4,9,0.8773253560066223,0.0,0.9802000833680701,3.499583159649854,4798
qwen,mtbench,static_7_1_8,9,0.8773253560066223,1.5456298200514138,0.7037275064267352,6.454370179948586,1556
qwen,mtbench,static_7_4_8,9,0.8773253560066223,1.1087771942985747,0.8064516129032258,6.8912228057014255,1333
